date,cases,probable_cases,hospitalizations,deaths,mob_retail,mob_grocery,mob_parks,mob_transit,mob_work,mob_residential,trend_covid_topic,total_cases
2021-05-26,249.0,70.0,33.0,4,-20.0,-7.4,17.4,-36.6,-39.6,10.6,14.534883720930234,319.0
2021-05-27,257.0,76.0,47.0,9,-14.8,0.6,42.0,-34.2,-39.0,8.8,14.131136950904391,333.0
2021-05-28,210.0,54.0,35.0,12,-28.0,-10.2,-18.8,-38.6,-40.4,11.2,12.919896640826876,264.0
2021-05-29,126.0,51.0,25.0,9,-33.6,-16.6,-31.4,-37.6,-24.2,5.6,11.708656330749356,177.0
2021-05-30,118.0,39.0,27.0,8,-36.2,-25.8,-43.6,-41.0,-22.4,5.6,10.901162790697674,157.0
2021-05-31,118.0,63.0,18.0,12,-19.8,-10.8,42.0,-52.0,-68.8,15.2,12.919896640826876,181.0
2021-06-01,289.0,66.0,35.0,12,-18.4,0.0,28.0,-35.0,-39.4,9.2,15.342377260981912,355.0
2021-06-02,244.0,67.0,44.0,11,-16.8,-1.0,26.2,-35.6,-38.6,9.6,12.919896640826876,311.0
2021-06-03,206.0,44.0,29.0,10,-22.4,-5.2,-10.0,-38.8,-42.0,12.2,14.131136950904391,250.0
2021-06-04,225.0,58.0,25.0,8,-25.2,-8.2,-5.2,-35.8,-38.2,10.8,13.323643410852714,283.0
2021-06-05,143.0,52.0,16.0,6,-17.2,-3.6,100.0,-18.4,-16.8,-0.8,11.304909560723516,195.0
2021-06-06,130.0,29.0,23.0,5,-17.8,-9.0,96.8,-21.6,-16.0,0.2,11.708656330749356,159.0
2021-06-07,222.0,72.0,32.0,6,-19.2,-5.8,18.4,-35.8,-39.2,10.2,13.323643410852714,294.0
2021-06-08,175.0,59.0,35.0,10,-22.2,-9.4,-4.2,-37.4,-40.2,11.4,13.727390180878556,234.0
2021-06-09,210.0,49.0,23.0,9,-15.8,0.4,19.6,-35.2,-38.4,9.8,12.516149870801035,259.0
2021-06-10,156.0,52.0,25.0,6,-13.2,2.6,35.8,-33.0,-38.0,8.6,12.919896640826876,208.0
2021-06-11,187.0,44.0,22.0,9,-21.4,-3.8,5.0,-34.2,-38.2,9.2,13.323643410852714,231.0
2021-06-12,121.0,35.0,21.0,4,-19.0,-5.4,67.4,-19.4,-17.6,0.2,10.497416020671835,156.0
2021-06-13,114.0,45.0,31.0,6,-18.0,-10.4,67.0,-21.8,-15.6,0.8,10.901162790697674,159.0
2021-06-14,179.0,51.0,26.0,8,-21.6,-8.2,1.0,-37.8,-40.2,11.2,13.727390180878556,230.0
2021-06-15,179.0,36.0,25.0,6,-13.8,0.2,36.6,-32.8,-37.8,8.8,16.149870801033593,215.0
2021-06-16,172.0,55.0,25.0,7,-13.0,-0.6,40.6,-33.4,-38.6,8.2,12.919896640826876,227.0
2021-06-17,187.0,46.0,28.0,10,-12.4,1.4,44.2,-31.8,-39.0,8.0,12.112403100775197,233.0
2021-06-18,160.0,30.0,19.0,8,-17.6,-2.6,33.2,-33.4,-40.8,8.0,11.304909560723516,190.0
2021-06-19,107.0,42.0,13.0,11,-19.4,-5.0,66.6,-21.2,-19.0,-0.2,10.497416020671835,149.0
2021-06-20,95.0,40.0,25.0,5,-17.0,-9.2,87.8,-21.4,-18.4,-1.8,10.093669250645997,135.0
2021-06-21,168.0,57.0,30.0,3,-18.2,-8.2,20.8,-36.4,-41.2,9.6,12.919896640826876,225.0
2021-06-22,171.0,45.0,34.0,8,-21.4,-9.4,-13.8,-37.4,-41.2,10.6,13.323643410852714,216.0
2021-06-23,187.0,42.0,24.0,5,-11.4,-1.2,41.2,-32.4,-39.4,8.0,10.901162790697674,229.0
2021-06-24,175.0,57.0,14.0,5,-11.8,0.4,41.8,-33.0,-39.8,8.2,11.708656330749356,232.0
2021-06-25,180.0,44.0,18.0,5,-17.6,-4.4,28.0,-32.6,-39.8,8.0,10.093669250645997,224.0
2021-06-26,118.0,44.0,18.0,3,-20.4,-8.0,73.8,-19.4,-18.4,-0.6,10.901162790697674,162.0
2021-06-27,109.0,38.0,22.0,1,-18.8,-11.2,77.2,-20.4,-18.2,0.2,10.497416020671835,147.0
2021-06-28,206.0,80.0,27.0,6,-18.2,-8.4,22.6,-37.4,-44.4,7.8,12.516149870801035,286.0
2021-06-29,212.0,53.0,21.0,4,-20.2,-9.4,24.6,-38.2,-44.4,8.6,12.919896640826876,265.0
2021-06-30,226.0,85.0,20.0,4,-18.2,-7.2,19.0,-37.8,-43.4,9.6,9.286175710594316,311.0
2021-07-01,204.0,43.0,31.0,4,-21.0,-6.8,-9.4,-38.0,-43.6,10.6,10.093669250645997,247.0
2021-07-02,233.0,66.0,37.0,7,-22.0,-4.2,-8.2,-37.0,-44.4,10.4,10.093669250645997,299.0
2021-07-03,146.0,57.0,22.0,6,-24.8,-6.4,2.8,-29.4,-22.6,3.0,8.882428940568477,203.0
2021-07-04,124.0,48.0,24.0,3,-25.4,-12.6,121.2,-17.4,-26.8,-2.6,8.478682170542635,172.0
2021-07-05,187.0,65.0,16.0,2,-20.8,-13.4,53.2,-49.8,-68.4,13.4,10.901162790697674,252.0
2021-07-06,364.0,111.0,24.0,3,-22.2,-8.2,10.4,-35.2,-43.6,9.6,13.323643410852714,475.0
2021-07-07,402.0,106.0,23.0,2,-16.8,-2.0,27.8,-33.6,-43.0,9.0,11.337209302325585,508.0
2021-07-08,369.0,123.0,23.0,2,-22.8,-7.2,-1.0,-35.2,-43.4,10.6,13.08139534883721,492.0
2021-07-09,371.0,121.0,35.0,2,-24.2,-6.6,2.4,-37.8,-44.2,11.2,12.645348837209305,492.0
2021-07-10,238.0,118.0,20.0,2,-20.6,-6.4,74.4,-20.0,-18.8,-0.4,11.337209302325585,356.0
2021-07-11,272.0,110.0,28.0,4,-20.6,-11.6,63.2,-24.4,-18.4,0.8,10.465116279069768,382.0
2021-07-12,477.0,169.0,24.0,5,-22.0,-8.6,1.0,-36.2,-43.6,10.4,15.261627906976749,646.0
2021-07-13,457.0,192.0,27.0,3,-16.6,-2.0,21.8,-33.0,-42.0,9.2,15.69767441860465,649.0
2021-07-14,549.0,202.0,47.0,2,-15.8,-4.0,28.4,-33.8,-41.4,8.8,14.389534883720934,751.0
2021-07-15,552.0,232.0,28.0,5,-14.4,-1.0,41.4,-31.8,-41.0,7.6,17.441860465116278,784.0
2021-07-16,557.0,184.0,38.0,5,-20.8,-7.0,24.8,-33.0,-42.0,8.6,17.87790697674419,741.0
2021-07-17,340.0,149.0,39.0,7,-24.6,-12.2,40.0,-24.4,-19.8,1.6,17.005813953488374,489.0
2021-07-18,395.0,196.0,39.0,3,-18.4,-10.2,63.8,-22.4,-19.0,0.8,17.005813953488374,591.0
2021-07-19,813.0,298.0,55.0,4,-18.0,-5.8,21.0,-34.8,-42.6,9.2,20.05813953488372,1111.0
2021-07-20,708.0,230.0,54.0,4,-16.2,-4.0,42.4,-33.2,-43.4,8.8,20.49418604651163,938.0
2021-07-21,893.0,254.0,48.0,2,-18.2,-6.6,14.8,-34.6,-41.4,9.4,18.313953488372096,1147.0
2021-07-22,977.0,321.0,53.0,3,-14.2,-0.4,40.4,-31.8,-41.0,8.0,20.930232558139537,1298.0
2021-07-23,916.0,295.0,53.0,4,-19.8,-5.6,28.0,-32.2,-41.6,8.0,20.05813953488372,1211.0
2021-07-24,552.0,255.0,41.0,2,-20.6,-7.8,89.8,-18.2,-18.2,-1.0,18.313953488372096,807.0
2021-07-25,635.0,280.0,41.0,4,-22.0,-13.4,52.4,-24.4,-18.4,0.8,19.622093023255815,915.0
2021-07-26,0.0,391.0,63.0,2,-18.4,-7.0,25.8,-33.8,-42.2,9.2,22.67441860465117,391.0
2021-07-27,0.0,371.0,71.0,5,-16.2,-3.8,36.6,-33.8,-41.0,8.6,25.726744186046513,371.0
2021-07-28,0.0,443.0,77.0,6,-15.0,-4.2,36.0,-33.4,-40.8,8.4,22.23837209302326,443.0
2021-07-29,0.0,388.0,76.0,7,-23.2,-10.4,-5.6,-36.6,-41.6,10.4,24.41860465116279,388.0
2021-07-30,0.0,377.0,78.0,9,-17.8,-2.6,33.4,-32.4,-41.4,7.6,20.930232558139537,377.0
2021-07-31,849.0,324.0,71.0,5,-19.0,-6.6,92.0,-18.2,-18.2,-1.0,18.313953488372096,1173.0
2021-08-01,830.0,326.0,50.0,12,-21.4,-12.6,56.0,-24.4,-18.4,0.6,21.366279069767444,1156.0
2021-08-02,0.0,452.0,74.0,4,-16.0,-5.0,31.8,-34.4,-42.0,8.8,27.03488372093023,452.0
2021-08-03,0.0,457.0,100.0,2,-14.6,-1.4,38.4,-32.4,-41.4,8.6,34.01162790697675,457.0
2021-08-04,0.0,424.0,89.0,8,-15.4,-3.8,26.8,-33.4,-41.0,8.8,43.604651162790695,424.0
2021-08-05,0.0,517.0,89.0,7,-14.8,-1.0,35.8,-33.6,-40.8,8.4,37.93604651162791,517.0
2021-08-06,0.0,416.0,113.0,11,-20.0,-5.6,32.2,-33.4,-41.4,8.0,28.343023255813954,416.0
2021-08-07,0.0,332.0,85.0,14,-21.2,-8.0,77.4,-19.8,-19.4,0.0,26.16279069767442,332.0
2021-08-08,0.0,332.0,99.0,6,-24.0,-15.8,23.6,-26.6,-19.8,1.6,29.21511627906977,332.0
2021-08-09,0.0,445.0,130.0,10,-19.0,-6.2,17.4,-35.4,-42.2,9.4,31.831395348837216,445.0
2021-08-10,0.0,441.0,121.0,6,-18.4,-6.4,20.6,-34.0,-41.2,9.6,32.70348837209303,441.0
2021-08-11,0.0,273.0,135.0,10,-17.8,-6.2,24.2,-34.6,-41.4,9.2,26.16279069767442,273.0
2021-08-12,0.0,356.0,123.0,6,-18.2,-4.2,25.6,-34.8,-41.6,9.0,29.651162790697676,356.0
2021-08-13,0.0,448.0,140.0,9,-22.6,-8.2,17.0,-34.6,-42.2,8.8,28.779069767441868,448.0
2021-08-14,0.0,313.0,94.0,10,-22.0,-8.4,57.8,-22.8,-19.8,0.2,28.343023255813954,313.0
2021-08-15,0.0,321.0,112.0,7,-18.8,-11.4,81.6,-20.4,-19.2,-0.8,24.8546511627907,321.0
2021-08-16,0.0,508.0,135.0,6,-17.6,-7.2,22.4,-35.2,-44.4,9.4,30.523255813953497,508.0
2021-08-17,0.0,439.0,137.0,16,-15.6,-4.4,28.4,-34.4,-43.4,9.0,30.08720930232558,439.0
2021-08-18,0.0,456.0,108.0,14,-17.8,-6.2,20.0,-35.6,-41.8,9.6,26.16279069767442,456.0
2021-08-19,0.0,437.0,98.0,14,-17.6,-4.8,24.6,-35.4,-42.2,9.2,28.343023255813954,437.0
2021-08-20,0.0,388.0,123.0,7,-21.6,-6.8,14.6,-34.2,-42.8,9.0,27.906976744186046,388.0
2021-08-21,0.0,314.0,113.0,16,-23.8,-4.6,46.8,-23.8,-20.6,0.6,23.110465116279073,314.0
2021-08-22,719.0,208.0,105.0,11,-52.2,-40.4,-55.4,-51.0,-31.4,10.0,21.802325581395348,927.0
2021-08-23,0.0,460.0,119.0,12,-23.2,-10.8,-5.0,-41.8,-47.2,12.0,29.21511627906977,460.0
2021-08-24,0.0,418.0,109.0,11,-15.4,-3.4,35.2,-33.6,-43.2,8.2,30.95930232558139,418.0
2021-08-25,0.0,445.0,110.0,8,-16.4,-6.2,29.6,-35.0,-43.0,8.8,25.29069767441861,445.0
2021-08-26,0.0,423.0,109.0,15,-17.2,-4.4,27.4,-34.8,-43.4,8.8,28.343023255813954,423.0
2021-08-27,0.0,395.0,110.0,11,-25.8,-10.8,-0.8,-35.8,-43.8,9.8,23.110465116279073,395.0
2021-08-28,988.0,316.0,87.0,14,-23.6,-9.0,29.0,-25.2,-20.4,1.6,22.23837209302326,1304.0
2021-08-29,989.0,250.0,96.0,14,-20.4,-12.4,58.4,-19.2,-19.4,0.6,22.23837209302326,1239.0
2021-08-30,0.0,443.0,121.0,14,-19.0,-7.0,21.6,-35.4,-44.2,9.8,21.366279069767444,443.0
2021-08-31,0.0,371.0,125.0,11,-15.0,-0.4,36.6,-33.0,-42.6,8.8,21.802325581395348,371.0
2021-09-01,0.0,334.0,127.0,13,-28.2,-16.0,-20.2,-40.2,-45.4,12.8,34.01162790697675,334.0
2021-09-02,0.0,334.0,95.0,13,-15.4,-1.4,28.2,-35.8,-48.8,11.6,22.23837209302326,334.0
2021-09-03,0.0,330.0,80.0,8,-16.8,-2.2,24.6,-31.0,-43.2,8.2,21.366279069767444,330.0
2021-09-04,905.0,256.0,110.0,14,-18.4,-5.2,74.6,-20.0,-20.0,-0.4,20.05813953488372,1161.0
2021-09-05,954.0,262.0,73.0,15,-21.0,-13.4,37.6,-24.8,-19.2,1.0,19.622093023255815,1216.0
2021-09-06,942.0,268.0,78.0,17,-18.8,-12.0,56.4,-50.2,-70.2,14.8,20.49418604651163,1210.0
2021-09-07,0.0,375.0,110.0,7,-16.6,-2.2,35.2,-35.2,-46.4,9.6,25.29069767441861,375.0
2021-09-08,0.0,387.0,100.0,20,-14.8,-1.4,26.6,-35.2,-44.4,9.2,21.366279069767444,387.0
2021-09-09,0.0,389.0,103.0,19,-22.0,-7.0,-13.8,-34.8,-42.4,10.4,23.546511627906977,389.0
2021-09-10,0.0,412.0,99.0,15,-17.0,-2.0,27.6,-28.8,-39.4,7.4,22.23837209302326,412.0
2021-09-11,0.0,320.0,84.0,15,-15.2,-3.8,77.4,-16.6,-16.4,0.2,20.05813953488372,320.0
2021-09-12,0.0,343.0,90.0,11,-13.4,-3.6,72.0,-17.0,-16.2,1.0,19.186046511627907,343.0
2021-09-13,0.0,439.0,104.0,13,-14.0,-1.4,22.4,-25.2,-41.4,7.2,23.982558139534884,439.0
2021-09-14,0.0,433.0,84.0,9,-14.6,1.8,31.6,-25.4,-40.0,7.0,23.110465116279073,433.0
2021-09-15,0.0,453.0,95.0,10,-14.6,0.2,28.6,-27.0,-40.8,7.0,21.366279069767444,453.0
2021-09-16,0.0,423.0,86.0,12,-17.4,-2.0,19.4,-35.4,-46.6,10.8,20.49418604651163,423.0
2021-09-17,0.0,436.0,90.0,11,-20.0,-3.8,9.4,-26.4,-39.6,7.2,21.366279069767444,436.0
2021-09-18,956.0,339.0,89.0,11,-16.2,-4.2,74.8,-17.2,-18.2,0.2,20.49418604651163,1295.0
2021-09-19,0.0,441.0,69.0,17,-15.0,-6.0,70.2,-17.4,-17.6,0.4,18.75,441.0
2021-09-20,0.0,495.0,99.0,15,-16.8,-3.0,19.0,-27.2,-40.4,7.0,23.546511627906977,495.0
2021-09-21,0.0,452.0,84.0,14,-17.2,-2.4,26.2,-27.2,-41.0,7.6,23.546511627906977,452.0
2021-09-22,0.0,448.0,98.0,16,-17.2,-3.0,26.6,-29.0,-38.2,7.8,18.75,448.0
2021-09-23,0.0,465.0,98.0,11,-21.6,-4.8,5.0,-29.2,-38.0,8.8,21.999999999999996,465.0
2021-09-24,0.0,436.0,81.0,10,-18.4,-2.4,19.6,-26.0,-36.8,6.6,20.5,436.0
2021-09-25,814.0,322.0,70.0,16,-17.4,-5.2,72.6,-17.0,-17.4,0.0,18.75,1136.0
2021-09-26,856.0,347.0,55.0,15,-17.4,-7.2,64.6,-18.8,-18.2,1.0,17.0,1203.0
2021-09-27,0.0,406.0,75.0,17,-18.2,-2.2,20.4,-28.0,-36.8,7.4,21.999999999999996,406.0
2021-09-28,0.0,395.0,68.0,14,-23.2,-7.2,3.4,-30.6,-37.4,9.4,21.5,395.0
2021-09-29,0.0,407.0,66.0,15,-15.6,-1.0,20.4,-28.2,-35.8,7.0,16.25,407.0
2021-09-30,0.0,411.0,65.0,8,-15.4,2.0,18.0,-25.6,-33.2,7.0,20.25,411.0
2021-10-01,0.0,409.0,87.0,8,-16.6,0.6,14.0,-24.2,-32.4,6.0,16.75,409.0
2021-10-02,678.0,277.0,66.0,12,-15.2,-2.6,59.2,-16.8,-16.6,0.4,14.750000000000002,955.0
2021-10-03,907.0,279.0,65.0,12,-16.4,-6.4,54.8,-18.8,-16.8,1.4,14.249999999999998,1186.0
2021-10-04,0.0,415.0,77.0,13,-22.6,-5.8,-15.2,-29.0,-34.4,8.8,19.5,415.0
2021-10-05,0.0,349.0,71.0,6,-17.0,1.8,9.4,-26.6,-33.0,7.4,18.75,349.0
2021-10-06,0.0,335.0,65.0,17,-16.4,0.0,16.0,-27.0,-32.0,7.0,15.5,335.0
2021-10-07,0.0,361.0,62.0,13,-15.6,2.0,26.0,-25.0,-31.8,6.2,16.25,361.0
2021-10-08,0.0,343.0,47.0,16,-19.0,-2.4,17.6,-25.2,-32.2,6.4,14.750000000000002,343.0
2021-10-09,610.0,241.0,67.0,8,-19.4,-5.2,44.2,-18.0,-18.0,0.6,13.0,851.0
2021-10-10,687.0,224.0,52.0,17,-25.2,-14.6,-3.4,-26.8,-19.6,3.6,13.750000000000002,911.0
2021-10-11,935.0,308.0,55.0,9,-17.6,-5.4,12.8,-40.6,-50.6,12.4,15.749999999999996,1243.0
2021-10-12,0.0,287.0,52.0,4,-17.6,0.0,20.2,-26.0,-31.4,7.0,16.499999999999996,287.0
2021-10-13,0.0,273.0,77.0,9,-17.8,-1.4,14.8,-25.8,-31.0,7.2,17.0,273.0
2021-10-14,0.0,293.0,50.0,8,-15.0,1.4,29.0,-24.6,-30.4,6.2,15.5,293.0
2021-10-15,884.0,234.0,61.0,9,-17.6,-2.0,23.6,-24.8,-30.8,5.8,15.0,1118.0
2021-10-16,488.0,193.0,57.0,6,-18.8,-6.0,41.8,-20.2,-16.8,1.4,12.5,681.0
2021-10-17,586.0,205.0,49.0,11,-17.4,-8.2,37.2,-21.0,-17.6,1.4,10.999999999999998,791.0
2021-10-18,872.0,299.0,59.0,13,-19.2,-4.6,-5.6,-28.0,-32.4,8.0,16.0,1171.0
2021-10-19,796.0,204.0,50.0,11,-17.0,-1.4,13.2,-26.8,-31.2,7.0,16.0,1000.0
2021-10-20,797.0,208.0,51.0,7,-15.8,-1.8,22.8,-25.8,-30.4,6.8,14.499999999999998,1005.0
2021-10-21,810.0,196.0,51.0,15,-15.2,0.8,25.2,-24.6,-30.4,6.4,14.249999999999998,1006.0
2021-10-22,693.0,228.0,46.0,10,-18.8,-3.0,15.6,-24.8,-30.4,6.2,14.249999999999998,921.0
2021-10-23,451.0,143.0,44.0,10,-19.2,-6.4,29.4,-19.8,-17.4,1.4,12.0,594.0
2021-10-24,444.0,149.0,44.0,14,-18.4,-9.2,27.8,-21.4,-17.6,1.8,11.75,593.0
2021-10-25,898.0,239.0,35.0,9,-18.2,-2.8,7.8,-26.4,-31.2,8.0,16.0,1137.0
2021-10-26,594.0,150.0,43.0,7,-28.8,-13.8,-24.4,-36.6,-36.4,12.6,15.749999999999996,744.0
2021-10-27,759.0,211.0,49.0,10,-15.6,-0.6,-1.0,-26.0,-29.6,6.8,14.750000000000002,970.0
2021-10-28,737.0,193.0,38.0,7,-12.6,4.4,13.0,-23.0,-29.8,6.2,14.750000000000002,930.0
2021-10-29,641.0,200.0,32.0,4,-20.8,-3.8,-11.6,-26.2,-30.0,7.6,13.249999999999998,841.0
2021-10-30,400.0,157.0,30.0,10,-18.2,-1.4,15.0,-21.0,-17.8,2.4,10.75,557.0
2021-10-31,446.0,153.0,32.0,7,-14.4,-2.8,44.2,-13.0,-16.6,1.2,10.0,599.0
2021-11-01,780.0,278.0,40.0,4,-16.6,-1.8,2.0,-25.4,-31.2,7.0,13.999999999999998,1058.0
2021-11-02,806.0,240.0,50.0,10,-18.0,-3.4,-8.4,-33.4,-39.8,10.4,15.0,1046.0
2021-11-03,824.0,272.0,54.0,6,-17.2,-1.2,-2.8,-26.6,-29.0,7.4,13.750000000000002,1096.0
2021-11-04,906.0,259.0,40.0,4,-16.8,0.2,-0.4,-26.0,-29.8,7.6,17.0,1165.0
2021-11-05,768.0,268.0,35.0,6,-19.6,-3.0,-5.6,-25.2,-29.0,7.0,17.5,1036.0
2021-11-06,506.0,220.0,41.0,12,-17.2,-4.0,23.6,-18.6,-16.0,1.4,14.499999999999998,726.0
2021-11-07,543.0,216.0,34.0,8,-17.8,-8.0,29.2,-15.2,-17.8,2.4,13.999999999999998,759.0
2021-11-08,0.0,306.0,44.0,8,-18.4,-2.4,1.8,-24.8,-29.4,7.2,16.499999999999996,306.0
2021-11-09,0.0,276.0,35.0,12,-16.4,-0.6,15.0,-24.2,-28.2,6.8,17.5,276.0
2021-11-10,0.0,358.0,46.0,6,-15.0,-1.2,10.6,-24.8,-28.0,6.2,14.750000000000002,358.0
2021-11-11,874.0,319.0,50.0,6,-14.8,-0.6,2.8,-34.4,-44.6,11.4,16.499999999999996,1193.0
2021-11-12,0.0,320.0,43.0,16,-25.2,-9.4,-19.8,-29.4,-31.8,9.6,15.25,320.0
2021-11-13,613.0,210.0,45.0,8,-21.0,-9.0,4.0,-21.0,-16.8,3.0,14.249999999999998,823.0
2021-11-14,689.0,258.0,40.0,5,-18.4,-8.6,0.0,-21.6,-16.8,2.6,14.249999999999998,947.0
2021-11-15,0.0,369.0,48.0,12,-19.8,-6.0,-18.2,-26.6,-29.8,8.0,17.25,369.0
2021-11-16,0.0,336.0,43.0,10,-17.6,-2.0,-6.6,-25.6,-28.2,7.0,19.25,336.0
2021-11-17,0.0,378.0,53.0,7,-16.6,-1.8,-1.4,-25.0,-27.8,6.8,17.0,378.0
2021-11-18,0.0,368.0,55.0,7,-13.2,1.8,14.8,-23.0,-28.6,6.4,18.25,368.0
2021-11-19,0.0,383.0,53.0,8,-21.0,-5.0,-16.2,-24.8,-29.0,7.6,18.25,383.0
2021-11-20,827.0,292.0,47.0,10,-17.4,-3.2,11.4,-16.4,-15.4,2.0,17.75,1119.0
2021-11-21,841.0,311.0,43.0,4,-16.4,-6.6,9.0,-18.2,-15.2,2.2,17.25,1152.0
2021-11-22,0.0,477.0,56.0,8,-17.2,-0.4,-18.4,-26.2,-30.2,7.6,19.25,477.0
2021-11-23,0.0,351.0,65.0,6,-14.2,6.2,-14.2,-25.0,-30.2,6.6,21.25,351.0
2021-11-24,0.0,439.0,68.0,14,-5.2,21.6,-8.2,-26.6,-34.6,6.0,15.0,439.0
2021-11-25,531.0,248.0,68.0,7,-50.4,-20.2,-15.4,-53.6,-77.4,17.2,13.750000000000002,779.0
2021-11-26,0.0,407.0,77.0,11,-30.4,-23.4,-35.6,-48.0,-59.8,16.4,21.0,407.0
2021-11-27,972.0,354.0,64.0,9,-25.6,-15.6,-11.2,-25.6,-22.0,3.6,24.5,1326.0
2021-11-28,0.0,402.0,56.0,10,-26.0,-17.2,-17.4,-24.6,-18.8,3.2,23.25,402.0
2021-11-29,0.0,617.0,82.0,10,-20.8,-7.4,-20.6,-28.0,-30.8,8.0,22.5,617.0
2021-11-30,0.0,530.0,90.0,6,-20.4,-3.8,-17.6,-25.8,-29.2,7.8,19.5,530.0
2021-12-01,0.0,625.0,92.0,18,-17.2,-0.8,-6.2,-25.4,-28.6,7.2,19.25,625.0
2021-12-02,0.0,619.0,91.0,15,-17.0,0.0,-2.0,-24.8,-28.8,7.4,21.5,619.0
2021-12-03,0.0,535.0,107.0,13,-21.0,-4.2,-12.6,-25.2,-29.4,7.8,24.0,535.0
2021-12-04,0.0,442.0,85.0,11,-17.0,-4.4,13.4,-16.6,-15.0,2.4,23.0,442.0
2021-12-05,0.0,518.0,105.0,14,-18.0,-9.0,7.4,-18.4,-15.8,3.0,20.25,518.0
2021-12-06,0.0,739.0,141.0,9,-19.4,-5.0,-12.0,-26.6,-29.8,8.0,24.5,739.0
2021-12-07,0.0,659.0,136.0,17,-18.4,-2.8,-10.8,-26.4,-27.6,7.6,25.0,659.0
2021-12-08,0.0,793.0,148.0,8,-19.2,-5.0,-13.4,-27.8,-27.4,7.8,21.75,793.0
2021-12-09,0.0,756.0,142.0,11,-18.2,-2.0,-10.6,-26.8,-27.2,7.4,21.999999999999996,756.0
2021-12-10,0.0,763.0,173.0,16,-20.0,-3.8,-7.4,-25.8,-27.6,7.8,25.0,763.0
2021-12-11,0.0,347.0,130.0,9,-19.6,-7.2,2.0,-18.6,-13.4,3.0,21.999999999999996,347.0
2021-12-12,0.0,769.0,140.0,17,-17.2,-9.0,5.2,-18.6,-12.8,2.4,21.0,769.0
2021-12-13,0.0,0.0,203.0,21,-18.0,-3.4,-9.0,-27.2,-28.2,8.0,30.0,0.0
2021-12-14,0.0,0.0,210.0,20,-16.4,-1.4,-0.8,-26.8,-28.2,7.4,34.0,0.0
2021-12-15,0.0,0.0,226.0,11,-16.2,-1.8,-4.6,-26.4,-28.0,7.2,35.0,0.0
2021-12-16,0.0,0.0,345.0,12,-12.6,2.8,7.0,-25.2,-28.6,7.0,51.0,0.0
2021-12-17,0.0,0.0,306.0,23,-18.0,-1.0,-0.8,-26.4,-30.2,8.0,57.99999999999999,0.0
2021-12-18,0.0,0.0,284.0,18,-21.8,-7.4,-13.0,-24.2,-15.6,4.0,62.0,0.0
2021-12-19,0.0,0.0,344.0,27,-16.8,-8.2,-10.6,-22.0,-14.6,3.4,62.0,0.0
2021-12-20,0.0,0.0,423.0,13,-15.4,-0.4,-17.6,-31.0,-33.8,9.2,75.0,0.0
2021-12-21,0.0,0.0,463.0,11,-13.6,6.0,-10.6,-30.8,-35.0,9.6,83.0,0.0
2021-12-22,0.0,0.0,689.0,32,-12.4,8.0,-13.4,-32.2,-36.4,9.4,73.0,0.0
2021-12-23,0.0,0.0,693.0,23,-7.8,19.4,-11.2,-33.6,-40.4,9.8,75.99999999999999,0.0
2021-12-24,0.0,0.0,583.0,44,-28.0,11.8,-28.8,-48.0,-64.8,17.8,67.0,0.0
2021-12-25,0.0,0.0,615.0,38,-68.6,-50.4,-34.0,-53.4,-58.6,12.0,59.00000000000001,0.0
2021-12-26,0.0,0.0,741.0,35,-29.2,-18.6,1.0,-29.2,-24.8,5.2,75.0,0.0
2021-12-27,0.0,0.0,965.0,37,-25.8,-9.4,-23.6,-42.8,-52.0,15.2,87.0,0.0
2021-12-28,0.0,0.0,870.0,39,-23.2,-4.0,-10.2,-39.2,-51.2,15.0,100.0,0.0
2021-12-29,0.0,0.0,954.0,49,-23.6,-4.6,-18.4,-41.8,-51.2,15.6,73.0,0.0
2021-12-30,0.0,0.0,0.0,35,-17.4,6.8,-8.6,-40.0,-52.2,15.0,69.0,0.0
2021-12-31,0.0,0.0,831.0,61,-30.0,4.4,-19.4,-49.2,-64.6,20.4,60.0,0.0
2022-01-01,0.0,0.0,879.0,68,-59.0,-45.0,-42.2,-51.8,-50.4,13.8,52.0,0.0
2022-01-02,0.0,0.0,0.0,69,-32.8,-16.2,-7.6,-32.6,-24.2,7.4,62.999999999999986,0.0
2022-01-03,0.0,0.0,0.0,77,-32.8,-10.6,-36.8,-41.4,-42.8,15.4,75.99999999999999,0.0
2022-01-04,0.0,0.0,0.0,95,-31.2,-6.6,-26.4,-38.4,-40.0,14.2,78.0,0.0
2022-01-05,0.0,0.0,0.0,87,-33.4,-9.6,-31.2,-39.8,-40.2,15.2,65.99999999999999,0.0
2022-01-06,0.0,0.0,949.0,98,-27.8,2.2,-22.6,-38.0,-38.6,13.4,60.0,0.0
2022-01-07,0.0,0.0,827.0,105,-47.2,-26.8,-38.0,-45.2,-46.2,20.0,49.0,0.0
2022-01-08,0.0,0.0,761.0,108,-36.8,-15.8,-22.6,-37.2,-22.0,8.8,48.0,0.0
2022-01-09,0.0,0.0,724.0,126,-39.0,-21.6,-37.4,-39.8,-21.4,8.4,45.0,0.0
2022-01-10,0.0,0.0,928.0,122,-31.4,-10.2,-34.2,-38.4,-37.0,12.8,46.0,0.0
2022-01-11,0.0,0.0,771.0,147,-37.4,-18.0,-38.0,-43.2,-38.4,14.4,45.0,0.0
2022-01-12,0.0,0.0,760.0,126,-29.8,-7.6,-24.6,-39.0,-35.6,12.6,39.0,0.0
